CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
5/15/12,86,74,61,65,60,56,97,67,37,30.04,29.99,29.95,10,10,7,9,1,15,0,0,,27<br />
5/16/12,88,77,66,65,62,58,87,62,37,30.03,29.99,29.93,10,10,10,13,5,17,T,2,Thunderstorm,3<br />
5/17/12,89,76,62,65,61,52,100,65,30,30.01,29.97,29.92,10,9,3,10,1,16,0,0,,310<br />
5/18/12,90,77,64,66,61,54,93,62,31,30,29.96,29.91,10,9,2,10,2,15,0,0,,29<br />
5/19/12,89,77,64,66,63,60,93,67,40,30.04,30,29.95,10,9,4,12,3,17,0,1,,105<br />
5/20/12,90,78,66,69,64,57,93,64,34,30.12,30.06,30.01,10,9,6,13,2,16,0,1,,50<br />
5/21/12,92,79,66,67,64,61,93,65,36,30.1,30.04,29.97,10,10,7,14,3,17,T,0,Thunderstorm,312<br />
5/22/12,90,78,65,69,65,61,93,66,38,30.01,29.94,29.85,10,10,6,14,3,17,0,0,,335<br />
5/23/12,91,79,67,72,67,64,93,69,44,29.88,29.84,29.79,10,10,9,16,6,21,0,2,Thunderstorm,211<br />
5/24/12,91,81,70,70,67,62,93,67,41,29.9,29.85,29.8,10,10,7,18,10,24,0,1,,173<br />
5/25/12,91,79,67,71,68,66,100,74,47,30.06,30,29.89,10,10,7,15,6,20,0,1,,128<br />
5/26/12,93,80,66,70,66,60,100,67,33,30.12,30.06,30.01,10,8,2,13,4,20,0,0,,88<br />
5/27/12,94,82,69,73,70,68,97,71,44,30.04,29.98,29.91,10,9,7,12,2,17,0,1,,359<br />
5/28/12,93,84,74,73,70,67,94,71,47,29.96,29.91,29.86,10,10,6,13,5,16,0,0,,276<br />
5/29/12,92,82,72,71,68,64,93,67,41,29.94,29.9,29.84,10,10,10,15,8,18,0,0,,254<br />
5/30/12,94,84,74,75,72,66,100,71,41,29.93,29.87,29.78,10,10,10,18,9,24,0,3,,258<br />
5/31/12,90,81,71,73,69,66,93,73,52,29.87,29.83,29.77,10,9,2,12,6,12,0.25,3,Rain-Thunderstorm,207<br />
6/1/12,86,76,65,68,61,51,97,65,32,29.95,29.9,29.83,10,10,10,14,6,21,0,1,,347<br />
6/2/12,90,75,59,70,58,53,90,61,31,30.03,29.98,29.93,10,10,2,12,4,14,0,0,,106<br />
6/3/12,93,82,70,73,69,66,93,67,41,30.03,29.97,29.92,10,10,8,16,7,21,0,2,,207<br />
6/4/12,92,84,75,74,71,66,87,66,44,29.96,29.9,29.81,10,10,10,15,8,20,0,2,,231<br />
6/5/12,94,85,75,75,73,70,94,72,49,29.85,29.78,29.69,10,10,10,16,7,21,T,2,Rain,254<br />
6/6/12,96,84,71,75,72,66,94,72,49,29.87,29.8,29.75,10,8,0,24,5,32,0.41,3,Fog-Rain-Thunderstorm,241<br />
6/7/12,90,80,70,72,69,66,94,75,55,29.91,29.89,29.84,10,8,0,16,5,,0.23,4,Rain-Thunderstorm,85<br />
6/8/12,88,80,72,75,72,70,97,82,61,29.93,29.89,29.84,10,9,5,14,6,,0.19,3,Rain-Thunderstorm,76<br />
6/9/12,84,78,72,76,73,70,100,87,74,29.87,29.83,29.79,10,9,2,15,7,21,1.38,6,Rain-Thunderstorm,82<br />
6/10/12,83,78,73,74,73,71,94,84,74,29.93,29.86,29.8,10,10,8,15,6,17,0.04,4,Rain,131<br />
6/11/12,92,84,76,78,76,74,97,78,59,30.09,29.98,29.93,10,10,6,18,10,25,0,6,,188<br />
6/12/12,84,77,70,76,69,66,93,79,65,30.16,30.07,29.96,10,10,7,12,6,16,0.01,4,Rain,89<br />
6/13/12,90,79,68,73,70,67,100,76,52,30.06,29.99,29.92,10,10,10,10,3,20,0,2,,286<br />
6/14/12,87,79,70,74,71,68,100,79,57,30.03,29.98,29.94,10,10,2,8,2,31,T,2,Rain-Thunderstorm,62<br />
6/15/12,89,79,69,71,69,67,97,75,52,30.06,30.03,29.99,10,10,10,22,5,27,0,2,Thunderstorm,106<br />
6/16/12,89,79,69,72,68,65,100,73,46,30.11,30.06,30.01,10,10,10,17,8,22,0,2,,83<br />
6/17/12,87,78,69,73,69,65,90,74,57,30.05,30,29.92,10,10,10,16,7,20,T,1,,84<br />
6/18/12,83,78,73,73,72,70,93,84,74,29.98,29.95,29.9,10,9,2,20,5,25,0.38,4,Rain-Thunderstorm,123<br />
6/19/12,89,81,72,73,70,68,93,72,50,30.05,30.01,29.97,10,10,9,17,9,22,0,1,,101<br />
6/20/12,89,79,69,72,68,63,100,72,43,30.06,30.01,29.97,10,10,7,16,7,21,0,1,,97<br />
6/21/12,91,82,73,71,68,65,97,71,44,30.02,29.96,29.9,10,10,10,12,3,17,0,1,,42<br />
6/22/12,94,82,70,73,68,66,90,66,41,29.91,29.88,29.82,10,10,9,14,5,23,0,1,,66<br />
6/23/12,95,85,74,74,72,70,94,70,46,29.89,29.86,29.83,10,10,8,15,6,20,0,0,,87<br />
6/24/12,97,86,74,75,73,69,94,70,46,29.9,29.84,29.78,10,10,10,14,3,20,T,1,Rain,356<br />
6/25/12,101,89,77,72,67,62,67,48,29,29.81,29.74,29.66,10,10,10,14,4,22,0,0,,357<br />
6/26/12,101,89,76,70,67,61,74,52,29,29.79,29.72,29.68,10,10,9,14,4,18,0,0,,25<br />
6/27/12,97,86,74,75,69,65,85,63,40,29.99,29.89,29.79,10,10,6,15,6,17,T,1,,151<br />
6/28/12,97,87,76,78,74,69,91,67,42,30.08,30.03,29.99,10,10,9,10,5,14,0,1,,239<br />
6/29/12,97,88,78,77,74,69,91,67,43,30.04,29.98,29.9,10,10,10,14,6,22,0,2,,242<br />
6/30/12,94,85,76,74,71,61,94,64,33,29.97,29.94,29.9,10,10,7,13,5,17,0,1,,224<br />
7/1/12,95,86,76,76,73,71,94,72,49,30.06,30.02,29.96,10,10,10,15,4,16,0,1,,244<br />
7/2/12,96,86,75,74,72,67,88,69,49,30.13,30.06,30.02,10,10,10,21,3,31,0.01,1,Rain-Thunderstorm,288<br />
7/3/12,96,86,75,73,71,68,94,68,42,30.08,30.03,29.95,10,10,6,18,4,26,0,0,,271<br />
7/4/12,95,85,75,79,73,70,88,69,49,30.08,30.02,29.98,10,9,2,23,5,39,0.35,2,Rain-Thunderstorm,263<br />
7/5/12,96,85,73,75,72,69,94,69,43,30.09,30.02,29.96,10,8,4,14,4,23,0,1,,245<br />
7/6/12,93,84,74,75,73,70,94,73,52,30.04,30.02,29.99,10,8,0,25,5,32,1.06,2,Fog-Rain,260<br />
7/7/12,92,83,73,74,72,70,100,76,52,30.06,30.02,29.97,10,6,1,25,2,32,T,3,Rain-Thunderstorm,155<br />
7/8/12,87,80,73,75,73,71,100,85,70,30.09,30.05,29.99,10,7,0,15,2,23,1.08,4,Fog-Rain,177<br />
7/9/12,88,81,74,74,72,69,100,78,55,30.04,29.99,29.94,10,9,6,18,6,22,T,1,Rain,213<br />
7/10/12,85,79,73,74,72,70,100,83,65,30.01,29.96,29.91,10,8,2,23,7,38,0.78,6,Rain,211<br />
7/11/12,86,80,73,76,73,70,94,80,65,30.03,29.98,29.94,10,9,2,29,6,37,0.16,5,Rain,205<br />
7/12/12,90,82,73,76,72,64,94,77,59,30.03,29.99,29.95,10,8,1,28,6,47,0.97,4,Rain-Thunderstorm,129<br />
7/13/12,88,80,72,73,71,67,93,73,53,30.04,30.01,29.97,10,10,2,23,4,30,0.07,4,Rain,122<br />
7/14/12,92,82,71,75,72,69,100,78,56,30.05,30,29.95,10,10,10,14,3,26,0.01,2,Rain,86<br />
7/15/12,87,81,75,77,75,73,94,82,70,30.07,30.04,29.99,10,8,1,22,2,76,0.74,3,Rain-Thunderstorm,76<br />
7/16/12,92,83,74,77,74,71,100,78,56,30.07,30.03,29.97,10,8,2,18,3,22,T,3,Rain-Thunderstorm,122<br />
7/17/12,94,84,74,76,73,71,100,75,49,30.04,29.99,29.91,10,10,10,8,1,15,0,2,,274<br />
7/18/12,94,85,76,77,74,72,94,73,52,30.07,30.03,29.96,10,10,10,16,5,21,T,3,Rain-Thunderstorm,235<br />
7/19/12,94,85,75,77,74,72,94,73,52,30.13,30.08,30.03,10,10,2,23,5,28,0.11,4,Rain,249<br />
7/20/12,92,82,72,77,73,70,94,77,60,30.09,30.03,29.97,10,9,0,25,6,32,1.01,4,Fog-Rain-Thunderstorm,221<br />
7/21/12,84,79,73,75,73,71,94,82,69,30.06,30,29.96,10,10,7,14,4,29,0.01,5,Rain,144<br />
7/22/12,90,82,74,76,74,72,100,78,56,30.12,30.05,30.01,10,9,6,16,6,21,0,4,,124<br />
7/23/12,93,84,75,77,74,70,94,72,49,30.16,30.12,30.09,10,10,9,16,3,23,0,2,Thunderstorm,92<br />
7/24/12,95,85,74,76,74,71,94,72,49,30.14,30.08,30,10,10,8,14,2,33,T,2,,209<br />
7/25/12,94,86,77,77,75,72,94,72,49,30.05,30.01,29.96,10,10,8,18,5,32,0.04,2,Rain-Thunderstorm,232<br />
7/26/12,92,85,77,77,75,73,91,76,60,30.03,29.99,29.94,10,10,6,25,6,30,0.14,2,Rain,231<br />
7/27/12,91,84,77,79,76,73,97,80,63,30.07,30.03,30,10,10,10,22,6,25,0,2,Thunderstorm,232<br />
7/28/12,92,85,78,79,77,74,91,78,64,30.12,30.06,30.01,10,9,2,13,6,33,0.06,4,Rain,259<br />
7/29/12,97,87,76,79,75,72,94,72,49,30.06,30.01,29.95,10,10,10,10,4,23,0,0,,238<br />
7/30/12,96,88,79,79,77,75,97,74,51,30.04,29.99,29.93,10,9,6,14,7,16,0,1,,252<br />
7/31/12,94,86,78,78,75,73,91,72,52,30.03,29.98,29.94,10,10,10,14,7,28,0,2,,255<br />
8/1/12,95,88,80,79,76,74,91,72,52,30.02,29.96,29.9,10,10,10,12,6,,0,2,,257<br />
8/2/12,90,84,78,79,76,74,97,81,64,29.98,29.92,29.88,10,10,10,13,5,18,0,1,,253<br />
8/3/12,96,87,78,79,76,72,97,73,49,29.98,29.94,29.89,10,10,2,18,6,29,0.27,3,Rain-Thunderstorm,223<br />
8/4/12,93,85,77,79,75,72,97,77,56,30.05,30,29.91,10,10,8,7,3,8,T,2,Thunderstorm,163<br />
8/5/12,93,84,74,79,74,72,94,75,56,30.12,30.07,30.03,10,9,0,16,2,22,0.61,3,Fog-Rain-Thunderstorm,72<br />
8/6/12,94,84,74,75,74,73,100,76,52,30.09,30.02,29.95,10,9,2,20,2,25,0.03,2,Rain-Thunderstorm,318<br />
8/7/12,94,84,73,77,74,72,100,75,49,30.01,29.96,29.91,10,9,6,10,3,15,0,1,,43<br />
8/8/12,92,84,75,77,75,73,100,78,56,30.03,29.98,29.93,10,9,5,18,4,22,0.02,1,Rain,152<br />
8/9/12,89,82,74,79,74,70,94,83,72,29.99,29.94,29.88,10,9,1,22,5,31,0.46,3,Rain-Thunderstorm,219<br />
8/10/12,89,82,75,79,76,73,100,84,68,29.94,29.89,29.82,10,10,9,22,9,26,0.01,3,Rain-Thunderstorm,233<br />
8/11/12,91,83,75,77,75,71,97,78,59,29.98,29.92,29.86,10,9,4,20,2,24,0.07,5,Rain,202<br />
8/12/12,94,84,74,79,74,70,100,75,49,30.04,29.99,29.95,10,8,2,13,4,17,0,2,,124<br />
8/13/12,93,85,76,77,76,74,100,78,56,30.04,29.98,29.93,10,10,10,17,9,24,0,1,,221<br />
8/14/12,94,86,78,79,77,75,91,76,60,29.99,29.95,29.88,10,10,10,17,9,23,0,1,,238<br />
8/15/12,94,86,77,78,75,72,94,73,52,30.02,29.96,29.92,10,10,10,13,6,16,0,2,,263<br />
8/16/12,93,85,77,77,75,69,97,75,52,30.06,30.01,29.94,10,10,10,16,5,23,0,1,,214<br />
8/17/12,93,84,75,79,75,68,100,82,64,30.03,29.98,29.92,10,10,10,22,4,26,0.01,2,Rain-Thunderstorm,273<br />
8/18/12,87,79,70,77,73,70,100,90,80,29.97,29.93,29.89,10,7,0,14,3,23,2,5,Fog-Rain-Thunderstorm,164<br />
8/19/12,79,75,70,75,73,70,100,93,85,29.97,29.91,29.82,10,9,2,13,3,15,0.45,6,Rain,196<br />
8/20/12,88,78,68,73,70,68,100,77,53,29.92,29.89,29.85,10,10,6,12,2,14,0,3,,299<br />
8/21/12,87,78,69,73,71,68,100,80,59,30.04,29.98,29.9,10,10,8,12,4,15,0,2,,55<br />
8/22/12,89,80,70,70,66,63,93,68,43,30.09,30.04,30.01,10,10,9,14,5,16,T,0,,71<br />
8/23/12,90,79,68,72,69,67,100,75,50,30.09,30.05,30.01,10,9,4,14,5,18,0,2,,100<br />
8/24/12,88,80,72,74,72,70,94,78,61,30.05,30.01,29.98,10,9,2,25,5,29,0.5,5,Rain,154<br />
8/25/12,90,81,71,76,72,71,100,82,63,30.04,30.01,29.97,10,10,4,20,4,26,0.04,3,Rain-Thunderstorm,100<br />
8/26/12,91,81,71,76,71,67,100,74,47,30.09,30.03,29.97,10,9,5,12,4,14,0,1,,76<br />
8/27/12,93,82,71,73,68,64,100,71,41,30.02,29.93,29.84,10,10,7,14,4,17,0,0,,17<br />
8/28/12,89,83,77,74,71,67,76,70,63,29.82,29.7,29.54,10,10,10,26,12,37,T,4,Rain,20<br />
8/29/12,81,78,75,75,74,72,100,87,74,29.52,29.18,29.01,10,4,1,45,23,58,4.47,8,Rain,34<br />
8/30/12,87,81,74,76,74,72,100,85,70,29.91,29.5,29.04,10,6,2,30,18,39,1.42,7,Rain,180<br />
8/31/12,86,81,76,79,77,73,100,90,80,30.1,30.02,29.92,10,9,2,20,9,24,0.41,5,Rain-Thunderstorm,164<br />
9/1/12,91,83,75,79,76,72,100,82,64,30.15,30.1,30.07,10,9,2,23,5,29,0.09,4,Rain,160<br />
9/2/12,90,84,77,79,77,73,97,83,68,30.11,30.04,29.97,10,10,8,16,7,23,0.04,3,Rain,220<br />
9/3/12,92,85,77,77,76,73,97,78,59,30.04,29.99,29.92,10,10,9,13,8,18,0,2,,245<br />
9/4/12,92,84,76,76,75,73,100,78,56,29.99,29.94,29.88,10,10,10,16,7,21,0,2,,247<br />
9/5/12,92,84,76,76,75,74,100,78,56,29.95,29.88,29.83,10,10,10,14,6,25,0,3,,276<br />
9/6/12,96,87,77,76,75,71,94,73,51,29.95,29.9,29.84,10,10,10,23,3,28,0,1,,343<br />
9/7/12,94,84,74,77,74,71,100,76,52,29.93,29.87,29.8,10,9,5,12,4,20,0,1,,95<br />
9/8/12,92,82,71,76,73,66,100,82,63,29.99,29.88,29.82,10,9,5,16,4,24,0,3,,338<br />
9/9/12,84,73,62,64,59,56,90,65,40,30.07,30.02,29.96,10,10,10,13,4,16,0,0,,17<br />
9/10/12,86,73,60,64,59,56,97,67,37,30.13,30.07,30.04,10,10,10,22,4,29,0,0,,47<br />
9/11/12,88,75,61,68,62,59,100,70,40,30.15,30.1,30.06,10,10,10,15,5,20,0,0,,84<br />
9/12/12,90,80,69,72,69,64,97,73,48,30.14,30.09,30.05,10,10,10,16,5,22,T,3,,103<br />
9/13/12,90,81,71,73,71,68,100,76,52,30.15,30.11,30.06,10,10,8,16,6,23,0,2,,82<br />
9/14/12,89,79,69,72,68,65,97,71,44,30.16,30.12,30.07,10,9,5,14,4,22,0,0,,60<br />
9/15/12,89,78,66,70,66,62,100,72,43,30.14,30.09,30.03,10,10,10,9,2,15,0,0,,61<br />
9/16/12,90,79,68,73,70,67,97,76,55,30.04,29.99,29.92,10,10,7,14,4,16,T,2,Rain,89<br />
9/17/12,81,75,69,74,72,68,100,87,74,29.92,29.79,29.7,10,7,2,18,3,32,1.11,6,Rain,28<br />
9/18/12,84,76,67,70,69,66,100,79,58,30.04,29.87,29.78,10,9,5,13,4,20,0.07,5,Rain,306<br />
9/19/12,80,70,60,65,57,53,93,68,42,30.11,30.07,30.04,10,10,10,12,4,15,0,0,,31<br />
9/20/12,83,70,57,66,59,54,100,74,47,30.1,30.05,29.99,10,10,9,9,2,21,0,1,,65<br />
9/21/12,88,75,62,70,64,61,100,72,43,30.05,30.01,29.95,10,9,6,8,2,14,0,1,,61<br />
9/22/12,90,77,64,72,67,64,100,73,46,30.1,30.06,30.01,10,8,4,8,1,14,0,1,,44<br />
9/23/12,91,79,67,72,69,66,100,74,47,30.17,30.13,30.09,10,8,5,10,2,14,0,0,,32<br />
9/24/12,90,80,69,71,69,67,100,75,50,30.18,30.12,30.06,10,9,5,9,3,23,0,0,,63<br />
9/25/12,89,80,70,73,69,66,100,75,50,30.12,30.08,30.03,10,7,2,13,5,92,0,1,,114<br />
9/26/12,88,76,64,70,66,63,93,68,43,30.12,30.07,30.03,10,10,10,13,5,15,0,1,,95<br />
9/27/12,89,78,67,72,68,64,100,73,46,30.14,30.1,30.02,10,7,0,22,3,24,0,3,Fog,69<br />
9/28/12,84,77,70,76,73,70,100,90,79,30.07,30.03,29.98,10,6,0,14,3,18,0.78,5,Fog-Rain,86<br />
9/29/12,78,76,73,74,73,72,100,97,93,29.98,29.92,29.84,10,6,0,8,3,22,1.02,7,Rain,77<br />
9/30/12,82,73,64,76,73,63,100,90,79,29.83,29.66,29.53,10,8,1,30,9,37,2.3,7,Rain,157<br />
10/1/12,68,64,60,63,60,58,100,89,78,29.79,29.67,29.57,10,8,4,16,7,24,0.01,8,Rain,300<br />
10/2/12,80,69,57,62,58,52,100,70,39,29.98,29.88,29.79,10,10,7,9,3,12,0,1,,282<br />
10/3/12,83,71,59,66,62,58,97,74,51,30.12,30.04,29.98,10,9,7,15,4,38,0,3,Thunderstorm,117<br />
10/4/12,86,75,63,70,65,62,100,74,48,30.22,30.16,30.12,10,9,4,21,3,25,0,0,,78<br />
10/5/12,87,76,64,70,65,61,100,70,40,30.16,30.1,30,10,6,0,8,1,22,0,2,Fog,52<br />
10/6/12,83,71,58,69,64,55,100,81,62,30.06,30.02,29.97,10,9,5,12,4,17,0,1,,344<br />
10/7/12,66,60,53,55,51,50,93,78,63,30.16,30.11,30.07,10,10,10,14,5,20,0,5,,2<br />
10/8/12,70,61,51,52,49,46,89,68,47,30.2,30.13,30.09,10,10,10,13,5,17,0,2,,14<br />
10/9/12,77,63,48,58,52,47,100,73,46,30.17,30.09,30.01,10,10,9,8,2,25,0,0,,65<br />
10/10/12,85,71,57,67,62,56,97,74,51,30.17,30.12,30.07,10,9,4,10,2,13,0,2,,43<br />
10/11/12,86,74,62,66,64,62,100,74,48,30.23,30.18,30.15,10,9,5,12,3,20,0,1,,92<br />
10/12/12,85,73,60,67,63,60,100,76,51,30.26,30.2,30.17,10,6,0,12,3,17,0,3,Fog,81<br />
10/13/12,86,74,62,70,65,62,100,76,51,30.22,30.16,30.07,10,6,0,16,6,24,0,2,Fog,127<br />
10/14/12,86,78,70,72,70,66,100,78,55,30.14,30.05,29.99,10,8,3,15,7,28,0,3,,182<br />
10/15/12,82,70,57,72,62,54,100,71,42,30.05,29.99,29.94,10,9,2,13,3,18,0.26,2,Rain,347<br />
10/16/12,79,67,55,60,55,52,93,67,40,29.99,29.92,29.85,10,10,10,15,6,20,0,0,,89<br />
10/17/12,85,73,60,72,65,59,97,78,58,29.85,29.79,29.71,10,10,10,21,8,24,0,3,,174<br />
10/18/12,81,69,57,73,59,38,100,61,21,29.94,29.82,29.73,10,9,2,17,6,23,0.13,3,Rain,357<br />
10/19/12,79,64,48,51,44,33,96,58,19,29.98,29.93,29.88,10,10,10,20,4,24,0,0,,280<br />
10/20/12,82,64,46,54,46,32,93,56,19,30.02,29.97,29.93,10,10,10,7,1,20,0,0,,234<br />
10/21/12,84,68,51,62,55,50,100,66,32,30.1,30.04,29.98,10,10,8,12,4,15,0,0,,113<br />
10/22/12,83,69,55,66,59,54,100,72,43,30.13,30.07,30.03,10,7,1,14,6,20,0,0,,88<br />
10/23/12,84,73,62,68,64,62,100,76,51,30.09,30.05,29.99,10,4,0,10,5,16,0,2,Fog,84<br />
10/24/12,85,75,64,68,65,62,100,74,48,30.09,30.03,29.97,10,4,0,12,6,17,0,2,Fog,79<br />
10/25/12,85,74,62,68,64,61,100,74,47,30.02,29.96,29.92,10,4,0,10,3,15,0,2,Fog,77<br />
10/26/12,84,68,51,70,62,47,100,79,58,30.08,29.98,29.93,10,6,0,15,5,23,T,4,Fog,339<br />
10/27/12,61,53,45,46,43,37,86,70,53,30.1,30.06,30,10,10,10,15,7,22,0,4,,341<br />
10/28/12,65,53,40,38,36,33,85,58,31,30.18,30.11,30.07,10,10,10,15,5,21,0,0,,327<br />
10/29/12,64,52,40,35,33,29,79,53,27,30.24,30.17,30.11,10,10,10,16,5,23,0,0,,341<br />
10/30/12,69,53,36,44,37,31,93,59,24,30.13,30.08,30.01,10,10,10,13,2,25,0,0,,285<br />
10/31/12,79,61,43,59,51,42,100,71,42,30.07,30.01,29.95,10,10,10,16,5,28,0,1,,245<br />
11/1/12,80,66,52,58,55,52,100,68,36,30.09,30.03,29.98,10,7,0,9,2,17,0,0,Fog,340<br />
11/2/12,83,70,56,68,63,55,100,74,47,30.09,30.04,30,10,6,0,14,6,26,0,4,Fog,241<br />
11/3/12,83,70,56,66,60,55,100,72,43,30.15,30.09,30.04,10,5,0,13,4,17,0,2,Fog,230<br />
11/4/12,72,65,58,66,62,57,100,87,73,30.13,30.09,30.04,10,8,0,13,3,15,0.01,4,Fog-Rain-Thunderstorm,75<br />
11/5/12,74,64,53,63,58,52,100,82,64,30.08,30.01,29.91,10,8,2,15,4,22,0,2,Thunderstorm,120<br />
11/6/12,65,56,46,54,50,45,100,76,52,30.09,30.03,29.98,10,8,1,14,3,18,0,4,,359<br />
11/7/12,71,57,43,47,40,32,100,63,26,30.18,30.09,30.03,10,10,7,13,4,20,0,0,,326<br />
