CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
8/14/13,71,65,58,51,48,44,75,54,31,30.21,30.17,30.14,10,10,10,15,7,18,0,4,,29<br />
8/15/13,74,66,57,52,50,47,72,54,42,30.17,30.14,30.1,10,10,10,14,5,29,0,6,,215<br />
8/16/13,82,70,58,58,51,47,78,51,20,30.18,30.14,30.12,10,10,10,16,6,22,0,2,,62<br />
8/17/13,79,70,60,61,55,49,84,56,28,30.24,30.19,30.16,10,10,9,16,6,21,0,2,,75<br />
8/18/13,81,72,62,61,57,54,87,58,29,30.19,30.14,30.09,10,10,7,13,5,18,0,1,,85<br />
8/19/13,86,75,63,61,58,56,84,55,29,30.11,30.07,30.01,10,10,6,15,5,20,0,3,,254<br />
8/20/13,88,78,68,63,61,56,78,55,26,30.1,30.05,30.01,10,10,8,16,8,21,0,4,,210<br />
8/21/13,91,81,70,69,64,61,81,57,28,30.07,30.02,29.95,10,9,5,17,9,23,0.05,4,Rain-Thunderstorm,214<br />
8/22/13,78,73,67,68,66,63,90,81,71,30.15,30.05,29.99,10,10,7,24,7,30,0.36,7,Rain,252<br />
8/23/13,81,73,64,63,56,45,93,59,20,30.16,30.13,30.09,10,9,4,16,8,21,0,1,,47<br />
8/24/13,86,75,64,61,57,52,81,52,26,30.25,30.2,30.17,10,10,10,13,6,17,0,1,,150<br />
8/25/13,89,79,68,65,59,52,62,50,33,30.24,30.18,30.12,10,10,10,18,10,28,0,1,,208<br />
8/26/13,92,81,70,70,66,61,76,60,47,30.14,30.06,29.99,10,10,9,20,10,26,0,4,,225<br />
8/27/13,96,87,77,70,69,65,76,57,30,29.97,29.9,29.81,10,10,10,22,13,33,0,5,,235<br />
8/28/13,83,77,71,70,67,63,90,71,47,30.04,29.93,29.81,10,10,5,20,9,26,0,6,,2<br />
8/29/13,87,78,69,68,65,57,94,73,38,30.09,30.03,29.96,10,6,0,12,5,16,0,3,Fog,99<br />
8/30/13,96,83,69,71,67,63,81,64,41,29.96,29.85,29.73,10,9,1,44,8,54,0.47,4,Rain-Thunderstorm,244<br />
8/31/13,77,74,70,70,66,64,100,79,66,29.89,29.82,29.77,10,9,0,16,7,20,0.96,7,Fog-Rain-Hail-Thunderstorm,40<br />
9/1/13,84,76,68,70,66,64,90,72,45,29.8,29.76,29.71,10,10,10,15,6,18,0.02,5,Rain-Thunderstorm,272<br />
9/2/13,77,70,62,63,59,53,84,68,57,29.98,29.9,29.78,10,10,10,16,9,20,0,4,,22<br />
9/3/13,76,67,58,57,53,51,75,61,43,30.07,30.02,29.97,10,10,10,12,5,15,0,3,,334<br />
9/4/13,84,72,59,58,55,53,83,58,37,30.12,30.08,30.04,10,10,9,15,7,18,0,3,,250<br />
9/5/13,74,70,65,66,55,44,83,58,28,30.24,30.19,30.09,10,10,10,20,10,25,0,4,,52<br />
9/6/13,85,74,62,63,54,44,70,50,31,30.22,30.13,30,10,10,10,12,6,21,0,4,,168<br />
9/7/13,87,78,68,66,61,59,78,59,32,30.01,29.94,29.87,10,10,10,18,8,23,0,4,,223<br />
9/8/13,78,75,71,67,65,63,81,73,58,30.02,29.97,29.93,10,10,7,17,12,22,0,6,,62<br />
9/9/13,94,82,69,71,68,63,84,63,38,29.95,29.87,29.79,10,9,6,17,9,22,0,2,,190<br />
9/10/13,96,87,78,69,63,60,61,45,23,29.98,29.94,29.86,10,10,10,24,13,31,0,0,,234<br />
9/11/13,92,84,75,68,65,63,74,57,42,30.02,29.98,29.96,10,10,9,16,7,20,T,5,,244<br />
9/12/13,83,73,63,68,59,46,84,61,28,30.05,29.96,29.91,10,10,10,26,10,33,0.06,5,,327<br />
9/13/13,67,61,54,52,45,41,67,55,32,30.16,30.13,30.06,10,10,10,22,14,30,T,3,,7<br />
9/14/13,72,62,51,46,41,35,77,49,18,30.19,30.12,30.04,10,10,10,13,6,21,0,4,,196<br />
9/15/13,62,60,58,57,51,39,90,71,38,30.15,30.05,30,10,8,3,13,5,15,0.24,8,Rain,181<br />
9/16/13,64,60,55,58,48,44,90,65,43,30.35,30.29,30.16,10,10,7,21,13,25,T,6,,29<br />
9/17/13,70,62,53,54,48,44,74,59,42,30.34,30.25,30.12,10,10,10,14,8,18,T,6,,123<br />
9/18/13,82,72,62,67,59,48,88,67,43,30.11,30,29.93,10,9,2,25,9,32,0.51,7,Rain-Thunderstorm,164<br />
9/19/13,84,77,70,70,67,64,88,77,57,29.97,29.89,29.77,10,8,4,21,10,29,T,6,Rain,149<br />
9/20/13,77,68,59,67,61,49,88,72,50,29.85,29.8,29.75,10,10,7,20,11,25,0.02,8,Rain-Thunderstorm,247<br />
9/21/13,67,59,51,51,46,41,86,61,34,29.95,29.87,29.8,10,10,10,17,10,25,0,2,,324<br />
9/22/13,67,58,49,47,45,42,77,62,43,30.05,30.01,29.95,10,10,10,15,7,20,0,2,,40<br />
9/23/13,67,59,50,52,46,41,75,60,37,30.12,30.07,30.04,10,10,10,15,8,18,0,1,,110<br />
9/24/13,70,61,52,53,48,44,75,60,39,30.07,30,29.93,10,10,10,15,8,20,0,1,,97<br />
9/25/13,71,64,56,57,51,47,81,62,38,29.97,29.95,29.93,10,10,10,14,7,17,0,1,,59<br />
9/26/13,75,65,55,57,52,42,83,62,35,30.08,30.04,29.96,10,10,8,12,5,18,0,0,,93<br />
9/27/13,80,69,57,57,48,43,87,48,26,30.16,30.1,30.06,10,10,8,16,7,20,0,1,,123<br />
9/28/13,85,72,58,58,53,48,75,52,34,30.09,29.99,29.89,10,10,10,28,11,36,0.02,5,,171<br />
9/29/13,68,61,53,65,51,43,94,68,32,30.06,30,29.92,10,9,2,21,8,26,0.22,4,Rain,356<br />
9/30/13,76,63,50,54,46,41,86,57,20,30.01,29.95,29.88,10,10,10,13,5,21,0,2,,191<br />
10/1/13,79,71,62,63,60,54,96,75,56,29.97,29.93,29.88,10,9,4,22,12,30,0,4,,210<br />
10/2/13,77,71,64,64,51,39,90,55,19,30.09,30.02,29.97,10,9,3,12,7,17,0,4,,71<br />
10/3/13,78,71,64,68,64,54,94,84,58,29.99,29.92,29.84,10,6,0,22,8,31,0.8,7,Fog-Rain-Thunderstorm,178<br />
10/4/13,76,71,66,67,64,61,90,80,67,29.99,29.94,29.91,10,8,3,14,6,20,0,7,,169<br />
10/5/13,81,73,65,70,67,63,90,82,61,29.94,29.84,29.74,10,7,1,17,8,26,0.68,7,Rain-Thunderstorm,183<br />
10/6/13,67,58,48,63,46,37,90,69,36,29.79,29.75,29.69,10,9,4,22,11,28,0.06,6,Rain,250<br />
10/7/13,67,56,45,47,43,39,87,66,28,30.09,29.92,29.78,10,10,10,17,9,25,0,5,,257<br />
10/8/13,76,63,49,50,46,43,83,56,22,30.2,30.15,30.09,10,10,10,12,5,15,0,0,,176<br />
10/9/13,70,61,52,54,46,42,84,58,32,30.25,30.19,30.15,10,10,10,13,5,16,0,0,,117<br />
10/10/13,75,63,51,54,49,44,86,62,37,30.18,30.12,30.05,10,10,10,12,4,15,0,2,,122<br />
10/11/13,77,67,56,52,48,44,69,52,32,30.09,30.02,29.96,10,10,10,16,7,20,0,2,,144<br />
10/12/13,73,63,53,61,53,42,79,63,44,30.18,30.02,29.97,10,10,6,17,9,26,0.01,3,,217<br />
10/13/13,65,56,46,43,39,34,80,55,21,30.4,30.33,30.19,10,10,10,14,5,17,0,0,,334<br />
10/14/13,62,54,45,48,43,40,80,63,42,30.4,30.31,30.15,10,10,10,18,8,23,0,3,,69<br />
10/15/13,65,58,51,61,52,42,90,76,58,30.13,29.89,29.78,10,7,2,20,10,25,0.09,7,Rain,180<br />
10/16/13,54,51,47,44,43,39,77,71,63,29.95,29.9,29.86,10,10,10,18,11,26,T,7,,246<br />
10/17/13,53,49,44,49,45,39,94,84,59,29.93,29.88,29.83,10,8,3,20,8,24,0.17,7,Rain,242<br />
10/18/13,50,46,42,42,38,37,86,74,55,29.99,29.93,29.86,10,10,7,17,9,22,0,6,,248<br />
10/19/13,54,49,43,39,36,31,80,63,30,29.94,29.86,29.81,10,10,10,23,10,29,0.01,7,Rain,238<br />
10/20/13,65,53,41,49,40,37,86,64,34,29.91,29.83,29.73,10,10,7,28,8,36,0.02,5,Rain,212<br />
10/21/13,55,46,36,49,34,24,89,63,29,30,29.92,29.81,10,10,7,23,11,30,0.03,5,Rain,264<br />
10/22/13,41,36,31,36,31,25,93,78,47,30.02,29.98,29.93,10,9,6,15,5,18,0.03,6,Rain,260<br />
10/23/13,46,39,32,33,27,23,89,64,30,30.04,30,29.9,10,10,7,18,9,23,T,4,Rain,293<br />
10/24/13,44,39,34,28,25,19,70,55,31,30.33,30.18,30.04,10,10,10,20,10,24,0,6,,295<br />
10/25/13,51,40,29,27,26,23,79,53,25,30.44,30.3,30.09,10,10,10,22,11,29,0,3,,243<br />
10/26/13,55,47,38,36,29,26,67,49,30,30.1,29.97,29.88,10,10,10,26,13,38,0,5,,264<br />
10/27/13,55,44,32,30,29,28,85,56,26,30.1,30.05,29.99,10,10,10,17,7,23,0,3,,226<br />
10/28/13,54,45,36,42,38,30,81,70,59,30.37,30.26,30.09,10,10,10,18,10,23,0,4,,25<br />
10/29/13,57,50,43,44,39,37,86,68,39,30.38,30.29,30.16,10,10,10,12,7,15,T,6,Rain,106<br />
10/30/13,64,56,47,62,52,43,100,90,76,30.15,30.02,29.77,10,4,1,15,6,22,1.16,7,Rain,134<br />
10/31/13,65,56,47,63,59,43,100,93,77,29.77,29.48,29.2,10,5,1,28,11,35,2.03,8,Rain,221<br />
11/1/13,49,47,44,45,41,37,93,80,61,29.75,29.61,29.4,10,8,4,28,13,38,0.08,8,Rain,264<br />
11/2/13,48,44,39,43,39,36,97,83,61,30.15,29.95,29.74,10,8,5,17,7,22,0.02,7,Rain,299<br />
11/3/13,52,43,34,39,35,31,96,72,38,30.32,30.27,30.17,10,10,10,15,6,18,0,4,,153<br />
11/4/13,57,51,44,43,38,35,73,61,39,30.3,30.22,30.14,10,10,10,23,13,33,0,7,,170<br />
11/5/13,56,54,51,52,47,43,94,78,54,30.28,30.18,29.98,10,9,2,22,9,31,0.02,8,Rain,178<br />
11/6/13,57,47,37,55,45,25,94,85,62,30.19,29.94,29.81,10,7,2,26,14,36,0.92,7,Rain,247<br />
