CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
6/9/14,91,82,73,74,71,68,88,70,52,29.93,29.88,29.83,10,10,10,21,11,32,0,4,,191<br />
6/10/14,86,77,67,75,70,64,100,83,65,29.94,29.86,29.77,10,7,0,38,9,53,2.59,6,Fog-Rain-Thunderstorm,212<br />
6/11/14,88,78,68,69,66,64,90,68,46,29.91,29.87,29.84,10,10,10,16,6,24,0,1,,268<br />
6/12/14,90,80,70,74,69,65,93,69,44,29.97,29.91,29.86,10,10,10,10,3,14,0,1,,233<br />
6/13/14,82,74,66,75,69,62,94,80,65,30.01,29.96,29.9,10,9,0,17,6,28,0.51,3,Fog-Rain-Thunderstorm,233<br />
6/14/14,91,80,68,70,69,66,97,74,50,30.02,29.97,29.94,10,10,9,22,4,27,T,2,Rain-Thunderstorm,163<br />
6/15/14,89,80,70,73,71,68,97,76,55,30.06,30.02,29.95,10,10,6,16,7,20,T,3,Thunderstorm,139<br />
6/16/14,91,81,71,75,72,68,100,76,52,30.16,30.1,30.05,10,9,2,13,5,23,T,2,Thunderstorm,120<br />
6/17/14,91,82,72,75,72,70,100,78,56,30.14,30.09,30.05,10,10,5,21,6,28,0.01,2,Thunderstorm,109<br />
6/18/14,92,82,71,74,71,67,94,69,44,30.12,30.07,30.03,10,10,3,21,5,28,0.1,3,Rain-Thunderstorm,129<br />
6/19/14,93,83,72,73,71,68,94,71,47,30.13,30.08,30.05,10,10,7,13,2,15,0,3,,153<br />
6/20/14,92,82,72,73,71,68,93,71,49,30.12,30.07,30.01,10,10,10,13,3,15,0,2,,293<br />
6/21/14,92,83,74,74,72,69,94,73,52,30.07,29.99,29.92,10,10,5,13,4,17,0,2,,279<br />
6/22/14,91,81,71,75,72,68,94,73,52,30,29.95,29.89,10,8,0,18,6,24,1.42,3,Fog-Rain-Thunderstorm,272<br />
6/23/14,89,81,73,75,73,70,93,76,59,30.02,29.97,29.92,10,10,8,16,6,20,0,2,,211<br />
6/24/14,91,82,73,74,72,68,93,76,59,30.09,30.05,30.02,10,10,10,28,7,34,0.04,2,Rain-Thunderstorm,212<br />
6/25/14,88,80,71,74,71,69,93,76,59,30.13,30.09,30.02,10,6,0,21,4,29,3.84,5,Fog-Rain-Thunderstorm,169<br />
6/26/14,86,79,71,76,71,68,93,82,70,30.1,30.05,29.99,10,8,0,20,4,26,0.87,5,Fog-Rain,98<br />
6/27/14,84,78,71,72,70,68,93,79,65,30.08,30.05,30.01,10,8,2,21,6,26,0.7,5,Rain,109<br />
6/28/14,92,81,70,77,73,68,97,78,59,30.1,30.06,30.03,10,10,10,18,10,22,0,4,,130<br />
6/29/14,92,85,78,77,75,72,91,72,52,30.15,30.1,30.06,10,9,7,16,8,23,0,3,,181<br />
6/30/14,93,85,76,76,74,70,94,72,49,30.09,30.04,29.98,10,10,7,14,7,17,0,1,,223<br />
7/1/14,94,85,75,75,73,71,94,72,49,30.05,29.98,29.95,10,10,8,13,6,23,0,2,,250<br />
7/2/14,93,83,73,75,73,68,94,75,56,30.06,30.01,29.96,10,10,10,16,6,22,T,1,,308<br />
7/3/14,93,82,70,74,70,67,97,73,49,30.11,30.06,30.01,10,10,10,12,4,14,0,0,,35<br />
7/4/14,90,81,71,72,66,62,82,63,43,30.2,30.15,30.1,10,10,10,10,5,15,0,0,,34<br />
7/5/14,90,78,66,68,64,59,87,62,37,30.2,30.15,30.09,10,10,10,8,3,12,0,0,,33<br />
7/6/14,92,79,65,70,65,61,93,66,38,30.1,30.06,30,10,10,10,9,1,12,0,0,,326<br />
7/7/14,93,82,70,72,68,64,97,69,41,30.08,30.04,29.99,10,10,9,13,5,18,0,2,,212<br />
7/8/14,89,80,71,75,72,66,93,82,70,30.1,30.07,30,10,9,2,21,4,31,0.38,4,Rain-Thunderstorm,193<br />
7/9/14,88,79,70,76,72,69,100,85,70,30.11,30.07,30.02,10,10,10,13,4,16,0.01,2,Rain-Thunderstorm,181<br />
7/10/14,93,82,71,76,73,69,94,73,52,30.12,30.07,30.02,10,10,4,17,4,22,0.01,2,Rain,262<br />
7/11/14,94,83,72,75,73,71,94,72,49,30.16,30.12,30.08,10,8,0,29,4,43,0.89,3,Fog-Rain-Thunderstorm,58<br />
7/12/14,94,83,71,75,72,69,100,73,46,30.15,30.11,30.04,10,8,2,9,3,13,0.19,3,Rain-Thunderstorm,20<br />
7/13/14,91,82,73,76,73,67,100,80,59,30.1,30.06,30.01,10,8,1,28,3,34,0.01,2,Rain-Thunderstorm,194<br />
7/14/14,91,83,74,77,73,71,93,75,56,30.05,30.01,29.94,10,9,3,16,4,20,0.05,3,Rain-Thunderstorm,199<br />
7/15/14,89,82,75,75,74,71,94,77,59,29.99,29.96,29.91,10,10,7,16,7,25,0.06,3,Rain,262<br />
7/16/14,87,78,69,72,65,60,93,68,42,30.02,29.98,29.94,10,10,10,10,4,14,0,2,,359<br />
7/17/14,88,75,62,69,65,61,93,72,50,30.03,29.99,29.94,10,10,10,9,6,12,T,1,Rain,64<br />
7/18/14,79,76,73,73,72,70,94,91,87,30,29.96,29.9,10,5,0,15,6,22,3.57,7,Fog-Rain,187<br />
7/19/14,87,80,72,76,73,70,100,83,65,30.02,29.99,29.95,10,6,0,21,5,28,0.39,5,Fog-Rain,210<br />
7/20/14,89,81,73,75,73,71,94,77,59,30.04,30,29.96,10,9,4,9,3,13,0.15,6,Rain,36<br />
7/21/14,91,81,71,74,72,70,100,78,55,30.06,30.01,29.98,10,7,0,10,3,14,0,2,Fog,348<br />
7/22/14,92,82,71,73,70,67,94,69,44,30.04,30.02,29.98,10,10,7,17,4,21,0.03,2,Rain-Thunderstorm,28<br />
7/23/14,91,81,70,74,72,68,94,73,52,30.06,30.02,29.95,10,9,6,14,4,17,0,2,,64<br />
7/24/14,90,81,72,75,73,71,94,77,59,30.02,29.98,29.94,10,8,2,15,2,23,0.03,3,Rain,18<br />
7/25/14,94,84,74,75,73,71,94,72,49,30.05,30,29.96,10,9,5,14,5,18,0,1,,240<br />
7/26/14,95,86,77,76,74,71,91,70,49,30.09,30.03,29.98,10,10,10,17,7,22,0.01,3,Rain,251<br />
7/27/14,94,86,77,77,75,73,94,73,52,30.11,30.06,30.01,10,10,10,14,8,18,0,3,,246<br />
7/28/14,94,85,76,77,75,72,94,77,60,30.1,30.04,29.98,10,10,8,14,8,19,0,1,,270<br />
7/29/14,91,82,73,72,68,63,93,67,41,30.1,30.04,30,10,10,10,9,2,13,0,2,,22<br />
7/30/14,88,77,66,66,63,60,87,65,42,30.1,30.05,30,10,10,10,10,5,13,0,1,,43<br />
7/31/14,90,80,69,68,66,64,84,64,44,30.06,30.01,29.97,10,10,10,9,5,13,0,1,,64<br />
8/1/14,86,79,72,74,71,67,94,80,65,30.01,29.98,29.95,10,8,2,21,6,27,0.31,7,Rain,94<br />
8/2/14,88,81,74,76,72,71,94,78,61,30.01,29.97,29.92,10,9,6,12,7,17,0.03,6,Rain-Thunderstorm,120<br />
8/3/14,90,81,72,76,73,71,94,75,56,30.03,29.98,29.93,10,8,2,21,5,27,0.68,5,Rain-Thunderstorm,54<br />
8/4/14,91,81,71,76,72,70,93,75,56,30.04,29.99,29.94,10,8,3,14,3,17,T,2,Thunderstorm,50<br />
8/5/14,94,84,73,76,73,71,93,71,49,30.08,30.03,30,10,8,5,15,3,18,T,2,,337<br />
8/6/14,94,85,75,76,73,71,94,72,49,30.07,30.02,29.96,10,10,5,9,4,13,T,2,Rain,270<br />
8/7/14,95,86,76,76,74,71,91,70,49,30.02,29.97,29.91,10,10,8,15,5,18,T,3,,246<br />
8/8/14,95,86,76,76,74,71,94,72,49,30.03,29.98,29.93,10,9,5,25,6,33,T,3,Rain-Thunderstorm,244<br />
8/9/14,94,85,75,76,74,71,94,72,49,30.05,30.01,29.97,10,10,8,23,6,29,T,1,Rain,251<br />
8/10/14,92,83,74,77,73,72,94,79,64,30.09,30.03,29.97,10,9,2,18,4,23,0.3,3,Rain-Thunderstorm,160<br />
8/11/14,92,82,72,77,73,70,100,80,59,30.06,30.01,29.96,10,9,5,24,3,32,0.35,3,Rain-Thunderstorm,264<br />
8/12/14,92,82,71,75,72,70,100,75,49,30.01,29.96,29.9,10,10,9,12,3,16,0,3,,299<br />
8/13/14,89,80,70,72,68,64,93,70,46,30.04,30,29.97,10,10,10,9,3,13,0,1,,10<br />
8/14/14,89,77,65,68,64,62,87,64,41,30.07,30.02,29.98,10,10,10,10,4,13,0,1,,15<br />
8/15/14,91,78,65,71,67,64,100,73,46,30.07,30.01,29.95,10,10,8,12,2,16,T,1,,31<br />
8/16/14,93,83,72,75,72,69,87,68,49,30.04,30,29.96,10,10,7,17,6,23,T,3,,216<br />
8/17/14,92,83,73,77,73,69,94,77,60,30.07,30.02,30,10,10,7,20,6,26,0.01,3,Rain-Thunderstorm,221<br />
8/18/14,93,83,72,78,73,70,93,75,56,30.03,29.98,29.93,10,10,10,21,8,29,0.09,2,Rain-Thunderstorm,235<br />
8/19/14,95,85,74,76,73,68,94,69,44,30.02,29.97,29.93,10,10,8,21,6,25,0,2,,248<br />
8/20/14,95,84,72,76,73,70,94,72,49,30.07,30.04,29.96,10,10,4,21,3,25,0.1,2,Thunderstorm,89<br />
8/21/14,95,85,74,76,74,70,94,73,52,30.14,30.11,30.07,10,10,4,28,3,44,0.17,3,Rain-Thunderstorm,52<br />
8/22/14,95,85,74,77,74,71,100,75,49,30.13,30.07,30.01,10,8,4,8,2,10,T,2,,324<br />
8/23/14,96,86,76,76,75,72,94,72,49,30.05,29.99,29.92,10,10,9,9,2,12,0,1,,320<br />
8/24/14,96,86,76,76,75,74,91,72,52,29.98,29.93,29.87,10,10,5,9,3,17,T,1,,332<br />
8/25/14,93,84,74,75,73,69,100,80,60,29.96,29.92,29.88,10,8,0,21,4,27,2.02,3,Fog-Rain-Thunderstorm,62<br />
8/26/14,90,82,73,74,72,68,94,72,50,30.02,29.97,29.94,10,10,7,13,4,17,0,1,,45<br />
8/27/14,93,83,72,74,72,69,94,75,56,30.03,29.99,29.96,10,10,10,13,5,16,0,1,,70<br />
8/28/14,91,83,75,76,74,71,94,75,56,30.01,29.96,29.91,10,10,7,13,5,16,0,1,,81<br />
8/29/14,87,80,73,76,74,72,94,79,63,30.01,29.96,29.93,10,10,6,14,6,16,0.03,3,Rain,102<br />
8/30/14,82,78,73,77,73,71,100,90,79,30.05,30.02,29.97,10,6,1,23,7,28,1.55,5,Rain,133<br />
8/31/14,94,84,73,77,73,69,94,72,49,30.09,30.05,30.01,10,10,10,15,6,22,0,3,,93<br />
9/1/14,92,83,74,77,74,72,94,73,52,30.05,30.01,29.97,10,9,5,23,7,28,0.06,3,,117<br />
9/2/14,93,84,74,76,73,71,94,75,56,30.07,30.03,29.97,10,9,1,28,6,39,0.42,3,Rain-Thunderstorm,98<br />
9/3/14,92,83,73,75,73,71,94,75,56,30.07,30.03,29.99,10,9,5,12,4,15,0.19,1,Rain-Thunderstorm,59<br />
9/4/14,93,83,72,74,72,69,100,76,52,30.08,30.04,30.01,10,10,7,16,3,19,0,2,,75<br />
9/5/14,92,82,72,75,72,71,100,78,56,30.13,30.07,30.03,10,8,0,26,3,36,1.11,3,Fog-Rain-Thunderstorm,74<br />
9/6/14,92,82,71,76,73,70,94,77,59,30.08,30.03,29.97,10,9,6,9,2,14,0.02,1,Rain,275<br />
9/7/14,92,83,73,75,73,70,94,77,59,30.01,29.98,29.92,10,10,7,10,3,,T,2,Thunderstorm,337<br />
9/8/14,92,82,71,74,73,70,100,78,56,30.01,29.98,29.94,10,9,4,10,2,13,0,2,Thunderstorm,44<br />
9/9/14,92,83,74,77,74,72,94,75,56,30.03,29.97,29.91,10,9,5,12,2,17,0,2,,216<br />
9/10/14,93,84,74,75,73,69,94,72,49,29.98,29.93,29.88,10,10,10,10,5,14,0,4,,181<br />
9/11/14,94,84,74,76,74,72,94,73,52,30,29.96,29.93,10,10,9,15,4,21,T,2,Rain,95<br />
9/12/14,91,83,74,77,74,72,100,80,59,30.03,29.99,29.93,10,10,9,13,4,18,T,3,Thunderstorm,59<br />
9/13/14,80,74,68,75,70,66,94,84,74,30.15,30.07,29.99,10,10,4,13,5,20,0,7,,9<br />
9/14/14,88,78,68,72,69,66,93,76,59,30.15,30.11,30.05,10,9,5,10,5,24,0,5,,24<br />
9/15/14,92,82,71,75,73,69,94,73,52,30.11,30.08,30.03,10,8,1,22,4,26,0.42,3,Rain-Thunderstorm,72<br />
9/16/14,90,82,73,77,73,71,100,82,64,30.08,30.03,29.98,10,9,2,18,3,22,0.15,4,Rain-Thunderstorm,350<br />
9/17/14,88,80,71,75,72,70,100,80,59,30,29.95,29.9,10,9,4,8,2,10,T,2,,51<br />
9/18/14,87,80,72,74,72,70,100,81,61,29.95,29.9,29.86,10,8,1,18,4,23,0.54,3,Rain-Thunderstorm,75<br />
9/19/14,88,80,71,73,70,69,93,74,55,29.98,29.94,29.9,10,10,8,20,5,24,0.09,5,Rain,74<br />
9/20/14,89,79,69,71,69,67,97,74,50,30.02,29.97,29.93,10,10,9,17,7,22,0,0,,48<br />
9/21/14,90,80,69,70,68,65,97,71,44,30.05,30.01,29.97,10,9,5,13,4,18,0,0,,47<br />
9/22/14,89,76,63,72,65,56,97,72,46,30.09,30.03,29.99,10,10,10,14,4,18,0,0,,18<br />
9/23/14,85,72,59,60,56,53,87,62,37,30.14,30.08,30.04,10,10,10,13,6,16,0,0,,37<br />
9/24/14,86,73,60,67,63,58,90,73,55,30.16,30.11,30.08,10,10,9,14,6,18,T,2,,60<br />
9/25/14,86,75,64,67,63,60,100,72,44,30.18,30.13,30.09,10,10,8,16,6,20,0,0,,56<br />
9/26/14,86,76,65,67,64,62,93,71,48,30.1,30.06,30.01,10,10,10,14,5,19,0,1,,52<br />
9/27/14,86,75,64,69,66,62,93,74,55,30.04,30,29.95,10,10,10,14,6,18,0,2,,51<br />
9/28/14,84,78,72,73,71,68,93,81,69,30.01,29.96,29.91,10,10,10,15,6,19,0.04,7,Rain,47<br />
9/29/14,88,80,71,73,72,70,93,76,59,29.94,29.91,29.86,10,9,5,15,5,19,0.02,6,Rain,42<br />
9/30/14,90,80,69,71,70,68,100,75,50,29.92,29.87,29.82,10,10,8,9,4,12,T,2,Rain,97<br />
10/1/14,87,79,71,75,72,69,100,83,65,29.95,29.9,29.83,10,9,3,15,6,23,T,5,Rain,103<br />
10/2/14,92,84,75,77,74,71,100,76,52,29.99,29.93,29.88,10,9,4,21,10,26,T,5,,153<br />
10/3/14,81,72,62,77,68,60,100,79,58,30.11,29.98,29.91,10,8,1,24,7,33,1.13,5,Rain,278<br />
10/4/14,73,63,52,61,47,38,93,61,29,30.18,30.1,30.04,10,10,10,15,5,20,0,0,,358<br />
10/5/14,80,65,49,57,50,44,93,62,30,30.08,30.02,29.96,10,10,10,15,5,25,0,0,,156<br />
10/6/14,84,72,60,66,63,57,97,76,54,30.02,29.96,29.86,10,10,9,18,6,23,0,1,,111<br />
10/7/14,89,76,63,71,65,61,100,72,44,30.06,29.99,29.96,10,8,1,10,2,13,0,3,,158<br />
10/8/14,89,77,65,71,67,64,100,75,50,30.12,30.07,30.03,10,7,0,12,4,15,0,3,Fog,86<br />
10/9/14,90,80,70,74,70,68,100,76,52,30.08,30.04,29.96,10,7,0,15,7,18,T,3,Fog,149<br />
10/10/14,91,81,70,74,70,63,93,68,43,30.05,30,29.95,10,9,4,14,5,23,T,2,Rain,199<br />
10/11/14,88,78,68,73,69,66,100,78,55,30.05,30,29.96,10,7,0,12,3,14,T,4,Fog,135<br />
10/12/14,89,79,68,74,70,67,97,75,53,30.01,29.95,29.89,10,10,4,22,5,26,0.11,3,Rain-Thunderstorm,137<br />
10/13/14,90,76,61,73,68,59,100,78,56,29.91,29.82,29.73,10,9,1,31,12,40,1.11,5,Rain-Thunderstorm,176<br />
10/14/14,75,65,55,57,51,46,93,66,38,30.04,29.95,29.88,10,10,10,21,9,27,0,1,,268<br />
10/15/14,77,64,51,54,49,44,93,62,31,30.09,30.02,29.98,10,10,8,18,6,24,0,0,,278<br />
10/16/14,83,67,50,60,54,49,96,65,34,30.04,29.99,29.94,10,10,9,10,2,14,0,0,,262<br />
10/17/14,83,70,56,63,59,54,100,74,47,30.04,29.98,29.94,10,9,2,14,5,17,0,1,,203<br />
10/18/14,85,73,61,66,62,56,93,72,51,30.06,30.01,29.97,10,10,10,12,4,16,0,2,,319<br />
10/19/14,78,67,55,57,54,51,93,67,40,30.14,30.08,30.04,10,10,10,16,6,20,0,0,,44<br />
10/20/14,78,65,51,58,53,49,93,67,40,30.08,30.04,30,10,10,10,8,3,11,0,0,,27<br />
10/21/14,82,68,54,60,55,51,90,65,39,30.08,30.03,29.98,10,10,10,10,4,14,0,0,,29<br />
10/22/14,80,68,55,57,54,51,93,65,36,30.12,30.07,30.03,10,10,10,14,6,19,0,0,,30<br />
10/23/14,77,63,49,52,49,45,89,62,35,30.15,30.09,30.04,10,10,10,14,4,17,0,0,,32<br />
10/24/14,77,62,47,51,48,41,96,63,29,30.15,30.1,30.06,10,10,10,10,3,13,0,0,,7<br />
10/25/14,83,65,46,56,51,45,93,65,36,30.18,30.12,30.07,10,10,6,10,2,14,0,0,,319<br />
10/26/14,86,70,53,61,56,51,93,67,40,30.1,30.04,29.99,10,10,9,9,2,12,0,0,,261<br />
10/27/14,83,69,54,64,59,53,100,74,47,30.06,30.01,29.97,10,9,6,16,6,21,0,1,,157<br />
10/28/14,86,75,63,67,63,59,100,72,44,30.1,30.04,30.01,10,8,2,10,4,14,0,3,,116<br />
10/29/14,83,71,59,69,64,53,100,79,58,30.12,30.08,30.02,10,8,0,14,4,23,0,4,Fog,313<br />
10/30/14,75,62,49,51,45,40,89,59,29,30.15,30.09,30.04,10,10,8,16,4,28,0,0,,42<br />
10/31/14,75,61,47,50,45,42,93,63,33,30.22,30.1,30.04,10,10,10,17,6,24,0,0,,327<br />
11/1/14,60,48,36,41,27,21,70,46,22,30.4,30.33,30.24,10,10,10,15,6,22,0,0,,8<br />
11/2/14,66,50,34,41,34,30,83,56,28,30.46,30.38,30.33,10,10,10,12,4,14,0,0,,64<br />
11/3/14,74,56,38,55,45,36,93,64,35,30.38,30.32,30.27,10,10,10,13,6,17,0,0,,93<br />
11/4/14,80,68,55,59,57,46,100,75,49,30.25,30.2,30.13,10,10,10,17,7,32,0,2,,110<br />
11/5/14,76,68,59,66,63,57,100,85,69,30.18,30.14,30.11,10,9,5,9,4,25,T,5,,51<br />
